<sent_id=001_1>
index	word	hindi_meaning
1.1	आत्मवान्	आत्मन्-वाला
2.1	कः	कौन
3.1	अस्ति	है
4.1	.	-
</sent_id>

<sent_id=004_2>
index	word	hindi_meaning
1.1	जितक्रोधः	जितक्रोध
2.1	द्युतिमान्	द्युति_वाला
3.1	च	च2
4.1	कः	कौन
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=004_3>
index	word	hindi_meaning
1.1	कः	कौन
2.1	अन्-	अन्-
2.2	असूयकः	असूयक
3.1	च	च1
4.1	अस्ति	है
5.1	.	-
</sent_id>

<sent_id=005_1>
index	word	hindi_meaning
1.1	एतद्	यह
2.1	इच्छामि	इच्छा_करता_हूँ
3.1	अहं	मैं
4.1	श्रोतुं	सुनने~की
5.1	.	-
</sent_id>

<sent_id=005_2>
index	word	hindi_meaning
1.1	परं	पर
2.1	कौतूहलं	जिज्ञासा
3.1	हि	हि
4.1	मे	मेरे_लिये
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=005_3>
index	word	hindi_meaning
1.1	महर्षे	महर्षि
2.1	त्वं	तुम
3.1	समर्थः	समर्थ
4.1	असि	हो
5.1	ज्ञातुम्	जानने~के_लिये
6.1	एवं-	एवं-
6.2	विधं	प्रकार
7.1	नरम्	मनुष्य_को
8.1	.	-
</sent_id>

<sent_id=006_1>
index	word	hindi_meaning
1.1	श्रुत्वा	सुन_कर
2.1	च	च1
3.1	एतत्	यह
4.1	त्रि-	त्रि-
4.2	लोक	लोक-
4.3	ज्ञः	लोकज्ञ
5.1	वाल्मीकेः	वाल्मीकि_का
6.1	नारदः	नारद_ने
7.1	वचः	वचन
8.1	श्रूयताम्	सुने
9.1	इति	ऐसा
10.1	च	च1
11.1	आमन्त्र्य	आमन्त्रित_करके
12.1	प्रहृष्टः	प्रसन्न
13.1	वाक्यम्	वाक्य_को
14.1	अब्रवीत्	कहा
15.1	.	-
</sent_id>

<sent_id=007_1>
index	word	hindi_meaning
1.1	बहवः	बहुत
2.1	दुर्लभाः	दुर्लभ
3.1	च	च2
4.1	एव	ही
5.1	.	-
</sent_id>

<sent_id=007_2>
index	word	hindi_meaning
1.1	ये	जो
2.1	त्वया	तुमसे
3.1	कीर्तिताः	प्रसद्धि_किया_हुआ
4.1	गुणाः	गुण
5.1	.	-
</sent_id>

<sent_id=007_3>
index	word	hindi_meaning
1.1	मुने	मुनि
2.1	वक्ष्यामि	बोलूँगा
3.1	अहं	मैं
4.1	बुद्ध्वा	जान_कर
5.1	तैः	उनसे
6.1	युक्तः	युक्त
7.1	नरः	मनुष्य
8.1	कः	कौन
9.1	अस्ति	है
10.1	इति	ऐसा
11.1	.	-
</sent_id>

<sent_id=007_4>
index	word	hindi_meaning
1.1	भवान्	आप
2.1	श्रूयतां	सुने
3.1	.	-
</sent_id>

<sent_id=008_1>
index	word	hindi_meaning
1.1	इक्ष्वाकु-	इक्ष्वाकु-
1.2	वंश-	वंश-
1.3	प्रभवः	मूल
2.1	रामः	राम
3.1	नाम	नाम_1
4.1	जनैः	जनों_के_द्वारा
5.1	श्रुतः	सुना_हुआ
7.1	.	-
</sent_id>

<sent_id=008_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	नियत-	
2.2	आत्मा	आत्मा
3.1	महा-	महा-
3.2	वीर्यः	वीर्य
4.1	च	और
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=008_3>
index	word	hindi_meaning
1.1	सः	वह
2.1	द्युतिमान्	द्युति_वाला
3.1	धृतिमान्	धृति_वाला
4.1	वशी	जिसने_वश_कर_लिया_है_वह
5.1	च	च2
6.1	अस्ति	है
7.1	.	-
</sent_id>

<sent_id=009_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	बुद्धिमान्	बुद्धि_वाला
3.1	नीतिमान्	नीति_वाला
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=009_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	वाग्ग्मी	वाग्ग्मिन्
3.1	श्रीमान्	श्री_वाला
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=009_3>
index	word	hindi_meaning
1.1	सः	वह
2.1	शत्रु-	शत्रु-
2.2	निबर्हणः	संभालना
3.1	विपुल-	विपुल-
3.2	अंशः	अंश
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=009_4>
index	word	hindi_meaning
1.1	सः	वह
2.1	महा-	महा-
2.2	बाहुः	भुजा
3.1	कम्बु-	कम्बु-
3.2	ग्रीवः	गर्दन
4.1	महा-	महा-
4.2	हनुः	ठोडी
5.1	च	च2
6.1	अस्ति	है
7.1	.	-
</sent_id>

<sent_id=010_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	महा-	महा-
2.2	उरस्कः	उरस्क
3.1	महा-	महा-
3.2	ईष्वासः	ईष्वास
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=010_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	गूढ-	
2.2	जत्रुः	जत्रु
3.1	अरिन्-	अरिन्-
3.2	दमः	आत्मनियंत्रण
4.1	च	और
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=010_3>
index	word	hindi_meaning
1.1	सः	वह
2.1	आजानु-	आजानु-
2.2	बाहुः	भुजा
3.1	सु-	सु-
3.2	शिराः	शिरस्
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=010_4>
index	word	hindi_meaning
1.1	सः	वह
2.1	सु-	सु-
2.2	ललाटः	ललाट
3.1	सु-	सु-
3.2	विक्रमः	विक्रम
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=011_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	समः	समान
3.1	सम-	सम-
3.2	विभक्त-	
3.3	अङ्गः	अङ्ग
4.1	च	और
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=011_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	स्निग्ध-	
2.2	वर्णः	वर्ण
3.1	प्रतापवान्	प्रताप_वाला
4.1	च	और
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=011_3>
index	word	hindi_meaning
1.1	सः	वह
2.1	पीन-	पीन-
2.2	वक्षः	छाती
3.1	विशाल-	विशाल-
3.2	अक्षः	धुरा
4.1	लक्ष्मीवान्	लक्ष्मीवान्-
4.2	शुभ-	शुभ-
4.3	लक्षणः	लक्षण
5.1	च	और
6.1	अस्ति	है
7.1	.	-
</sent_id>

<sent_id=012_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	धर्मज्ञः	धर्मज्ञ
3.1	सत्य-	सत्य-
3.2	सन्धः	मेल
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=012_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	प्रजानां	प्रजा_के
3.1	च	च1
4.1	हिते	हित
5.1	रतः	प्रसन्न
6.1	अस्ति	है
7.1	.	-
</sent_id>

<sent_id=012_3>
index	word	hindi_meaning
1.1	सः	वह
2.1	यशस्वी	प्रसिद्ध
3.1	ज्ञान-	ज्ञान-
3.2	सम्पन्नः	सम्पन्न
4.1	च	च1
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=012_4>
index	word	hindi_meaning
1.1	सः	वह
2.1	शुचिः	पवित्र
3.1	वश्यः	नियन्त्रणीय
4.1	समा	समा
5.1	धीमान्	बुद्धिमान्
6.1	च	च2
7.1	अस्ति	है
8.1	.	-
</sent_id>

<sent_id=013_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	प्रजा-	प्रजा-
2.2	पति-	पति-
2.3	समः	सम
3.1	श्रीमान्	श्री_मान्
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=013_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	धाता	विधाता
3.1	रिपु-	रिपु-
3.2	निषूदनः	निषूदन
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=013_3>
index	word	hindi_meaning
1.1	सः	वह
2.1	रक्षिता	चौकीदार
3.1	जीव-	जीव-
3.2	लोकस्य	लोक_का
4.1	धर्मस्य	धर्म_का
5.1	परिरक्षिता	
6.1	च	च2
7.1	अस्ति	है
8.1	.	-
</sent_id>

<sent_id=014_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	रक्षिता	चौकीदार
3.1	स्वस्य	अपना
4.1	धर्मस्य	धर्म_के
5.1	स्व	अपना_लोग_के
5.2	स्वजनस्य	अपना_लोग_के
6.1	च	च2
7.1	रक्षिता	चौकीदार
8.1	अस्ति	है
9.1	.	-
</sent_id>

<sent_id=014_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	वेद-	वेद-
2.2	वेद-	वेद-
2.3	अङ्ग-	अङ्ग-
2.4	तत्त्व-	दार्शन
2.5	ज्ञः	ज्ञानी
3.1	धनुर्वेदे	धनुर्वेद_में
4.1	च	च1
5.1	निष्ठितः	नि_ष्था1या_हुआ
6.1	अस्ति	है
7.1	.	-
</sent_id>

<sent_id=015_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	सर्व-	सर्व-
2.2	शास्त्र-	शास्त्र-
2.3	अर्थ-	अर्थ-
2.4	तत्त्व	तत्त्व-
2.5	ज्ञः	ज्ञानी
3.1	स्मृतिमान्	स्मृति_वाला
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=015_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	प्रतिभावान्	प्रतिभा_वाला
3.1	सर्व-	सर्व-
3.2	लोक-	लोक-
3.3	प्रियः	प्रिय
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=015_3>
index	word	hindi_meaning
1.1	सः	वह
2.1	साधुः	साधु
3.1	अ-	अ-
3.2	दीन-	दीन-
3.3	आत्मा	आत्मा
4.1	विचक्षणः	स्पष्टदर्शी
5.1	च	च2
6.1	अस्ति	है
7.1	.	-
</sent_id>

<sent_id=016_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	सर्वदा	हमेशा
3.1	अभिगतः	निकट_गया_हुआ
4.1	सद्भिः	सज्जनों_से
5.1	समुद्रः	समुद्र
6.1	इव	जैसे
7.1	सिन्धुभिः	सागर_से
8.1	इव	जैसे
9.1	.	-
</sent_id>

<sent_id=016_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	आर्यः	आर्य
3.1	सर्व-	सर्व-
3.2	समः	सम
4.1	च	च1
5.1	एव	ही
6.1	सदा	हमेशा
7.1	एव	ही
8.1	प्रिय-	प्रिय-
8.2	दर्शनः	दर्शन
9.1	च	च2
10.1	अस्ति	है
11.1	.	-
</sent_id>

<sent_id=017_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	सर्व-	सर्व-
2.2	गुण-	गुण-
2.3	उपेतः	उपेत
3.1	कौसल्या-	कौसल्या-
3.2	आनन्द-	आनन्द-
3.3	वर्धनः	वर्धन
4.1	च	और
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=017_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	समुद्रः	समुद्र
3.1	इव	जैसे
4.1	गाम्भीर्ये	गहराई_में
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=017_3>
index	word	hindi_meaning
1.1	सः	वह
2.1	धैर्येण	धैर्य_से
3.1	हिमवान्	हिम
4.1	इव	जैसे
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=018_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	विष्णुना	विष्णु_का
3.1	सदृशः	समान
4.1	वीर्ये	शूरवीरते_में
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=018_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	सोमवत्	सोम_पुं
3.1	प्रिय-	प्रिय-
3.2	दर्शनः	दर्शन
4.1	च	च2
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=018_3>
index	word	hindi_meaning
1.1	सः	वह
2.1	कालाग्नि-	कालाग्नि-
2.2	सदृशः	समान
3.1	क्रोधे	क्रोध_में
4.1	अस्ति	है
5.1	.	-
</sent_id>

<sent_id=018_4>
index	word	hindi_meaning
1.1	सः	वह
2.1	क्षमया	क्षमा_का
3.1	पृथिवी-	पृथिवी-
3.2	समः	समान
4.1	अस्ति	है
5.1	.	-
</sent_id>

<sent_id=019_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	धनदेन	धनद_का
3.1	समः	सम
4.1	त्यागे	त्याग_में
5.1	अस्ति	है
6.1	.	-
</sent_id>

<sent_id=019_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	सत्ये	सत्य_में
3.1	धर्मः	धर्म
4.1	इव	जैसे
5.1	अपरः	दूसरा
6.1	अस्ति	है
7.1	.	-
</sent_id>

<sent_id=019_3-21_1>
index	word	hindi_meaning
1.1	मही-	मही-
1.2	पतिः	पति
2.1	दशरथः	दशरथ_ने
3.1	तम्	उसको
4.1	एवं-	एवं-
4.2	गुण-	गुण-
4.3	सम्पन्नं	सम्पन्न
5.1	सत्य-	सत्य-
5.2	पराक्रमम्	पराक्रम_को
6.1	ज्येष्ठ-	ज्येष्ठ-
6.2	गुणैः	गुणों_से
7.1	युक्तं	युक्त
8.1	प्रकृतीनां	प्रकृति_के
9.1	हितैः	हितों_से
10.1	युक्तं	युक्त
11.1	प्रियं	प्रिय_को
12.1	ज्येष्ठं	ज्येष्ठ_को
13.1	सुतम्	पुत्र_को
14.1	च	और
15.1	रामं	राम_को
16.1	प्रकृति-	प्रकृति-
16.2	प्रिय-	प्रिय-
16.3	काम्यया	कामना_से
17.1	प्रीत्या	प्रसन्नता_से
18.1	यौवराज्येन	युवराज_का_पद_या_अधिकार_से
19.1	संयोक्तुम्	लगाने~के_लिये
20.1	ऐच्छत्	इच्छा_की
21.1	.	-
</sent_id>

<sent_id=021_2-22_1>
index	word	hindi_meaning
1.1	तस्य	उसकी
2.1	अभिषेक-	अभिषेक-
2.2	सम्भारान्	संग्रह
3.1	दृष्ट्वा	देख_कर
4.1	भार्या	पत्नी
5.1	अथ	ऐसा
6.1	कैकयी	कैकयी_ने
7.1	पूर्वं	पूर्व_को
8.1	दत्त-	
8.2	वरा	त्रिफला
9.1	देवी	देवी
10.1	वरम्	श्रेष्ठ_की
11.1	एनम्	इसकी
12.1	अयाचत	याचना_की
13.1	.	-
</sent_id>

<sent_id=022_2>
index	word	hindi_meaning
1.1	विवासनं	देश_निर्वासन_को
2.1	च	च2
3.1	रामस्य	राम_के
4.1	भरतस्य	भरत_के
5.1	अभिषेचनम्	अभिषेचन_को
6.1	.	-
</sent_id>

<sent_id=023_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	सत्य-	सत्य-
2.2	वचनाद्	वचन_से
3.1	राजा	राजा
4.1	धर्म-	धर्म-
4.2	पाशेन	पाश_से
5.1	संयतः	रोका_हुआ
6.1	विवासयामास	वि_वस्1या
7.1	सुतं	पुत्र
8.1	रामं	राम_को
9.1	दशरथः	दशरथ_ने
10.1	प्रियम्	प्रिय
11.1	.	-
</sent_id>

<sent_id=024_1>
index	word	hindi_meaning
1.1	सः	वह
2.1	जगाम	गयी
3.1	वनं	वन_को
4.1	वीरः	वीर
5.1	प्रतिज्ञाम्	प्रतिज्ञा
6.1	अनुपालयन्	अनु_पाल्1ता_हुआ
7.1	पितुः	पिता_के
8.1	वचन-	वचन-
8.2	निर्देशात्	निर्देश_से
9.1	कैकेय्याः	कैकेयी_के
10.1	प्रिय-	प्रिय-
10.2	कारणात्	कारण_से
11.1	च	च2
12.1	.	-
</sent_id>

<sent_id=025_1-26_1>
index	word	hindi_meaning
1.1	तं	वह
2.1	व्रजन्तं	घूमने
3.1	प्रियः	प्रिय
4.1	भ्राता	भाई
5.1	लक्ष्मणः	लक्ष्मण
6.2	अनुजगाम	पीछे_गया
7.1	स्नेहात्	स्नेह_से
8.1	विनय-	विनय-
8.2	सम्पन्नः	सम्पन्न
9.1	सुमित्रा-	सुमित्रा-
9.2	आनन्द-	आनन्द-
9.3	वर्धनः	वर्धन
10.1	भ्रातरं	भाई_को
11.1	दयितः	दयित
12.1	भ्रातुः	भाई_का
13.1	सौभ्रात्रम्	सौभ्रात्र_को
14.1	अनुदर्शयन्	देखता_हुआ
15.1	.	-
</sent_id>

<sent_id=026_2>
index	word	hindi_meaning
1.1	रामस्य	राम_की
2.1	दयिता	पत्नी
3.1	भार्या	पत्नी
4.1	नित्यं	नित्य
5.1	प्राण-	प्राण-
5.2	समा	समा
6.1	च	च2
7.1	हिता	उपयोगी
8.1	अस्ति	है
9.1	.	-
</sent_id>

<sent_id=027_1>
index	word	hindi_meaning
1.1	जनकस्य	जनक_के
2.1	कुले	कुल_में
3.1	जाता	उत्पन्न_की_हुई
4.1	सा	वह
5.1	देव-	देव-
5.2	माया	माया
6.1	इव	जैसे
7.1	निर्मिता	निर्मित
8.1	अस्ति	है
9.1	.	-
</sent_id>

<sent_id=027_2>
index	word	hindi_meaning
1.1	सा	वह
2.1	सर्व-	सर्व-
2.2	लक्षण-	
2.3	सम्पन्ना	सम्पन्न
3.1	नारीणाम्	नारियों_की
4.1	उत्तमा	अच्छी
5.1	वधूः	बहू
6.1	अस्ति	है
7.1	.	-
</sent_id>

<sent_id=028_1>
index	word	hindi_meaning
1.1	सीता	सीता
2.1	अपि	भी
3.1	अनुगता	अनुसरण_किया_हुआ
4.1	रामं	राम_का
5.1	शशिनं	चाँद_को
6.1	रोहिणी	रोहिणी
7.1	इव	जैसे
8.1	.	-
</sent_id>

<sent_id=028_2-29_1>
index	word	hindi_meaning
1.1	पौरैः	पौरों_से
2.1	पित्रा	पिता_से
3.1	दशरथेन	दशरथ_से
4.1	च	च2
5.1	दूरं	दूर
6.1	अनुगतः	पीछे_चलने_वाला
7.1	धर्मात्मा	धर्मात्मा
8.1	शृङ्गवेर-	शृङ्गवेर-
8.2	पुरे	नगर_का
9.1	निषाद-	
9.2	अधिपतिं	अधिपति
10.1	प्रियम्	प्रिय
11.1	गुहम्	गुह_को
12.1	आसाद्य	
13.1	सूतं	सूत_को
14.1	गङ्गा-	गङ्गा-
14.2	कूले	किनारे_में
15.1	व्यसर्जयत्	आया
16.1	.	-
</sent_id>

<sent_id=030-32_1>
index	word	hindi_meaning
1.1	रामः	राम
2.1	गुहेन	गुह_से
3.1	लक्ष्मणेन	लक्ष्मण_से
4.1	सीतया	सीता_से
5.1	च	और
6.1	सहितः	साथ
7.1	वनेन	वन_से
8.1	वनं	वन
9.1	गत्वा	जा_कर
10.1	बहु-	बहु-
10.2	उदकाः	उदका
11.1	नदीः	नदियाँ
12.1	तीर्त्वा	तैर_कर
13.1	चित्रकूटम्	चित्रकूट_को
14.1	अनुप्राप्य	प्राप्त_करके
15.1	भरद्वाजस्य	भरद्वाज_के
16.1	शासनात्	शासन_से
17.1	रम्यम्	रम्य
18.1	आवसथं	आवसथ_को
19.1	कृत्वा	मार_डाल_कर
20.1	देव-	देव-
20.2	गन्धर्व-	गन्धर्व-
20.3	सङ्काशाः	सङ्काशों_में
21.1	वने	वन_में
22.1	रममाणाः	
23.1	ते	वे
24.1	त्रयः	तीनों_ने
25.1	तत्र	वहाँ
26.1	सुखम्	प्रसन्नतापूर्वक
27.1	न्यवसन्	नि_वस्1या
28.1	.	-
</sent_id>

<sent_id=032_2-33_1>
index	word	hindi_meaning
1.1	चित्रकूटं	
2.1	गते	गया_हुआ
3.1	रामे	राम_में
4.1	पुत्र-	पुत्र-
4.2	शोक-	शोक-
4.3	आतुरः	आतुर
5.1	तथा	और
6.1	राजा	राजा
7.1	दशरथः	दशरथ1
8.1	स्वर्गं	स्वर्ग
9.1	जगाम	गया
10.1	विलपन्	विलाप_करता_हुआ
11.1	सुतम्	पुत्र_को
12.1	.	-
</sent_id>

<sent_id=033_2-34_1>
index	word	hindi_meaning
1.1	गते	गये_हुए
2.1	तु	तो
3.1	तस्मिन्	उसमें
4.1	भरतः	भरत्_का
5.1	वसिष्ठ-	वसिष्ठ-
5.2	प्रमुखैः	प्रमुख
6.1	द्विजैः	ब्राह्मणों_से
7.1	नियुज्यमानः	
8.1	राज्याय	राज्य_को
9.1	न	
10.1	ऐच्छत्	इच्छा_नहीं_की
11.1	राज्यं	राज्य_की
12.1	महा-	महा-
12.2	बलः	बल_ने
13.1	.	-
</sent_id>

<sent_id=034_2>
index	word	hindi_meaning
1.1	सः	वह
2.1	जगाम	गयी
3.1	वनं	वन_को
4.1	वीरः	वीर
5.1	राम-	राम-
5.2	पाद-	पाद-
5.3	प्रसादकः	प्रसादक
6.1	.	-
</sent_id>

<sent_id=035_1>
index	word	hindi_meaning
1.1	गत्वा	जा_कर
2.1	तु	तो
3.1	सः	वह
4.1	महात्मानं	महात्मे
5.1	रामं	राम_की
6.1	सत्य-	सत्य-
6.2	पराक्रमम्	पराक्रम
7.1	अयाचत्	याचना_की
8.1	भ्रातरं	भाई
9.1	रामम्	राम_की
10.1	आर्य-	आर्य-
10.2	भाव-	
10.3	पुरस्कृतः	पुरस्कृत_ने
11.1	.	-
</sent_id>

<sent_id=036_1>
index	word	hindi_meaning
1.1	त्वम्	तुम
2.1	एव	ही
3.1	राजा	राजा
4.1	धर्मज्ञः	धर्मज्ञ1
5.1	असि	हो
6.1	इति	ऐसा
7.1	रामं	राम_को
8.1	वचः	तोते_ने
9.1	अब्रवीत्	कहा
10.1	.	-
</sent_id>

<sent_id=036_2-37_1>
index	word	hindi_meaning
1.1	रामः	राम_ने
2.1	अपि	भी
3.1	परम-	परम-
3.2	उदारः	उदार
4.1	सुमुखः	सुहावना
5.1	सु-	सु-
5.2	महा-	महा-
5.3	यशाः	यशस्
6.1	न	नहीं
7.1	च	च1
8.1	ऐच्छत्	इच्छा_की
9.1	पितुः	पिता_से
10.1	आदेशात्	आदेश
11.1	राज्यं	राज्य
12.1	.	-
</sent_id>

<sent_id=037_2-38_1>
index	word	hindi_meaning
1.1	रामः	राम_ने
2.1	महा-	महा-
2.2	बलः	बल
3.1	पादुके	पादुक_में
4.1	च	और
5.1	अस्य	इसके
6.1	राज्याय	राज्य_को
7.1	न्यासं	धरोहर
8.1	दत्त्वा	दे_कर
9.1	पुनः	फिर
10.1	पुनः	फिर
11.1	निवर्तयामास	निवृत्त_हुआ
12.1	ततः	वहाँ_से
13.1	भरतं	पूर्ण_करो
14.1	भरत-	भरत-
14.2	अग्र-	आगे
14.3	जः	आगे
15.1	.	-
</sent_id>

<sent_id=038_2-39_1>
index	word	hindi_meaning
1.1	सः	उसने
2.1	कामम्	काम
3.1	अन्-	अन्-
3.2	अवाप्य	पा_कर
4.1	एव	ही
5.1	राम-	राम-
5.2	पादौ	पैर
6.1	उपस्पृशन्	छूता_हुआ
7.1	नन्दि-	नन्दि-
7.2	ग्रामे	गाँव_में
8.1	अकरोत्	किया
9.1	राज्यं	राज्य
10.1	राम-	राम-
10.2	आगमन-	
10.3	काङ्क्षया	अभिलाषा_से
11.1	.	-
</sent_id>

<sent_id=039_2-40>
index	word	hindi_meaning
1.1	गते	गये_हुए
2.1	तु	तो
3.1	भरते	भरत_में
4.1	श्रीमान्	श्री_मान्
5.1	सत्य-	सत्य-
5.2	सन्धः	मेल
6.1	जितेन्द्रियः	जितेन्द्रिय
7.1	रामः	राम
8.1	तु	तो
9.1	पुनः	फिर
10.1	आलक्ष्य	समझ_कर
11.1	नागरस्य	नागर_का
12.1	जनस्य	जन_की
13.1	च	च2
14.1	तत्र	वहाँ
15.1	आगमनम्	आगमन
16.1	एकाग्रः	एकाग्रता_ने
17.1	दण्डकान्	दण्डकों_में
18.1	प्रविवेश	प्रवेश_किया
19.1	ह	ह
20.1	.	-
</sent_id>

<sent_id=041_1-42_1>
index	word	hindi_meaning
1.1	प्रविश्य	प्रवेश_करके
2.1	तु	तो
3.1	महारण्यं	महारण्य_में
4.1	रामः	राम_ने
5.1	राजीव-	राजीव-
5.2	लोचनः	देखना
6.1	विराधं	विरोध
7.1	राक्षसं	राक्षस
8.1	हत्वा	मार_कर
9.1	शरभङ्गं	शरभङ्ग_को
10.1	ददर्श	देखा
11.1	ह	ह
12.1	सुतीक्ष्णं	सुतीक्ष्ण
13.1	च	च2
14.1	अपि	भी
15.1	अगस्त्यं	अगस्त्य_को
16.1	च	च2
17.1	अगस्त्य-	अगस्त्य-
17.2	भ्रातरं	भाई_को
18.1	तथा	और
19.1	.	-
</sent_id>

<sent_id=042_2-43_1>
index	word	hindi_meaning
1.1	अगस्त्य-	अगस्त्य-
1.2	वचनात्	वचन_से
2.1	च	च1
3.1	एव	ही
4.1	जग्राह	लिया
5.1	ऐन्द्रं	ऐन्द्र
6.1	शरासनम्	धनुष_को
7.1	.	-
</sent_id>

<sent_id=043_2-44_1>
index	word	hindi_meaning
1.1	तस्य	उस
2.1	रामस्य	राम_के
3.1	वने	वन_में
4.1	वसतः	रहता_हुआ
5.1	वनचरैः	वनचरों_का
6.1	सह	साथ
7.1	सर्वे	सब
8.1	ऋषयः	ऋषियों_ने
