index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
6.2	गुणैः		--	गुण{पुं;3;बहु}/गुण{नपुं;3;बहु}	गुण{पुं;3;बहु}	सहार्थः,7.1	विशेषणम्,9.1#सहार्थः,10.1#सहार्थः,7.1#कर्ता,10.1#कर्ता,9.1#कर्ता,7.1#करणम्,10.1#करणम्,7.1#हेतुः,20.1#हेतुः,19.1#हेतुः,16.3#हेतुः,13.1#हेतुः,10.1#हेतुः,9.1#हेतुः,7.1	N3	गुणों_से	गुणों_से
7.1	युक्तं		--	युक्त{पुं;2;एक(युज्1;क्त;दिवादिः)}/युक्त{नपुं;1;एक(युज्1;क्त;दिवादिः)}/युक्त{नपुं;2;एक(युज्1;क्त;दिवादिः)}/युक्त{पुं;2;एक(युज्2;क्त;रुधादिः)}/युक्त{नपुं;1;एक(युज्2;क्त;रुधादिः)}/युक्त{नपुं;2;एक(युज्2;क्त;रुधादिः)}	युक्त{पुं;2;एक(युज्2;क्त;रुधादिः)}	विशेषणम्,11.1	विशेषणम्,13.1#विशेषणम्,12.1#विशेषणम्,11.1#कर्म,20.1#कर्म,19.1#कर्म,13.1#विशेषणम्,15.1	N2	युक्त	युक्त
8.1	प्रकृतीनां		--	प्रकृति{स्त्री;6;बहु}	प्रकृति{स्त्री;6;बहु}	षष्ठीसम्बन्धः,9.1	कर्ता,16.3#कर्म,19.1#कर्म,16.3#षष्ठीसम्बन्धः,18.1#षष्ठीसम्बन्धः,17.1#षष्ठीसम्बन्धः,15.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.2	N6	प्रकृति_के	प्रकृति_के
9.1	हितैः		--	हित{पुं;3;बहु(धा1;क्त;जुहोत्यादिः)}/हित{नपुं;3;बहु(धा1;क्त;जुहोत्यादिः)}/हित{पुं;3;बहु(हि1;क्त;स्वादिः)}/हित{नपुं;3;बहु(हि1;क्त;स्वादिः)}	हित{पुं;3;बहु(धा1;क्त;जुहोत्यादिः)}	सहार्थः,10.1	सहार्थः,10.1#कर्ता,10.1#करणम्,10.1#हेतुः,20.1#हेतुः,19.1#हेतुः,16.3#हेतुः,13.1#हेतुः,10.1	N3	हितों_से	हितों_से
10.1	युक्तं		--	युक्त{पुं;2;एक(युज्1;क्त;दिवादिः)}/युक्त{नपुं;1;एक(युज्1;क्त;दिवादिः)}/युक्त{नपुं;2;एक(युज्1;क्त;दिवादिः)}/युक्त{पुं;2;एक(युज्2;क्त;रुधादिः)}/युक्त{नपुं;1;एक(युज्2;क्त;रुधादिः)}/युक्त{नपुं;2;एक(युज्2;क्त;रुधादिः)}	युक्त{पुं;2;एक(युज्2;क्त;रुधादिः)}	विशेषणम्,11.1	विशेषणम्,13.1#विशेषणम्,12.1#विशेषणम्,11.1#कर्म,20.1#कर्म,19.1#कर्म,13.1#विशेषणम्,15.1	N2	युक्त	युक्त
11.1	प्रियं		--	प्रिय{पुं;2;एक}/प्रिय{नपुं;1;एक}/प्रिय{नपुं;2;एक}	प्रिय{पुं;2;एक}	समुच्चितः,13.1	विशेषणम्,13.1#विशेषणम्,12.1#सुप्_समुच्चितः,13.1#कर्म,20.1#कर्म,19.1#कर्म,13.1#विशेषणम्,15.1	N2	प्रिय_को	प्रिय_को
12.1	ज्येष्ठं		--	ज्येष्ठ{पुं;2;एक}/ज्येष्ठ{नपुं;1;एक}/ज्येष्ठ{नपुं;2;एक}	ज्येष्ठ{पुं;2;एक}	समुच्चितः,13.1	विशेषणम्,13.1#सुप्_समुच्चितः,13.1#कर्म,20.1#कर्म,19.1#कर्म,13.1#विशेषणम्,15.1	N2	ज्येष्ठ_को	ज्येष्ठ_को
13.1	सुतम्		--	षु2{कर्तरि;लोट्;म;द्वि;परस्मैपदी;अदादिः}/सुत{पुं;2;एक}/सुत{नपुं;1;एक}/सुत{नपुं;2;एक}	सुत{पुं;2;एक}	कर्म,19.1	कर्म,20.1#कर्म,19.1#अभेदः,15.1	N2	पुत्र_को	पुत्र_को
14.1	च		--	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,13.1	सुप्_समुच्चय_द्योतकः,13.1#सम्बन्धः,13.1	NA	और	और
15.1	रामं		--	राम{पुं;2;एक}	राम{पुं;2;एक}	समुच्चितः,13.1	सुप्_समुच्चितः,13.1#कर्म,20.1#कर्म,19.1	N2	राम_को	राम_को
16.1	प्रकृति-		--	प्रकृति	प्रकृति	षष्ठी-तत्पुरुष,16.2	षष्ठी-तत्पुरुष,16.2	CP	प्रकृति-	प्रकृति-
16.2	प्रिय-		--	प्रिय	प्रिय	उपपद-तत्पुरुष,16.3	उपपद-तत्पुरुष,16.3	CP	प्रिय-	प्रिय-
16.3	काम्यया		--	काम्या{स्त्री;3;एक(कम्1;ण्यत्;भ्वादिः)}	काम्या{स्त्री;3;एक(कम्1;ण्यत्;भ्वादिः)}	हेतुः,19.1	हेतुः,20.1#हेतुः,19.1	N3	कामना_से	कामना_से
17.1	प्रीत्या		--	प्रीति{स्त्री;3;एक}	प्रीति{स्त्री;3;एक}	हेतुः,19.1	हेतुः,20.1#हेतुः,19.1	N3	प्रसन्नता_से	प्रसन्नता_से
18.1	यौवराज्येन		--	यौवराज्य{नपुं;3;एक}	यौवराज्य{नपुं;3;एक}	हेतुः,19.1	हेतुः,20.1#हेतुः,19.1	N3	युवराज_का_पद_या_अधिकार_से	युवराज_का_पद_या_अधिकार_से
19.1	संयोक्तुम्		--	सम्_युज्1{अव्य;तुमुन्;दिवादिः}	सम्_युज्1{अव्य;तुमुन्;दिवादिः}	इष्कर्म,20.1	इष्कर्म,20.1	NA	लगाने~के_लिये	लगाने~के_लिये
20.1	ऐच्छत्		--	इष्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	इष्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता,2.1;सकर्मक	-	KP	इच्छा_की	इच्छा_की
21.1	.		-	-	-	-	-	FS	-	-

